1stFlrSF,2ndFlrSF,3SsnPorch,Alley,BedroomAbvGr,BldgType,BsmtCond,BsmtExposure,BsmtFinSF1,BsmtFinSF2,BsmtFinType1,BsmtFinType2,BsmtFullBath,BsmtHalfBath,BsmtQual,BsmtUnfSF,CentralAir,Condition1,Condition2,Electrical,EnclosedPorch,ExterCond,ExterQual,Exterior1st,Exterior2nd,Fence,FireplaceQu,Fireplaces,Foundation,FullBath,Functional,GarageArea,GarageCars,GarageCond,GarageFinish,GarageQual,GarageType,GarageYrBlt,GrLivArea,HalfBath,Heating,HeatingQC,HouseStyle,KitchenAbvGr,KitchenQual,LandContour,LandSlope,LotArea,LotConfig,LotFrontage,LotShape,LowQualFinSF,MSSubClass,MSZoning,MasVnrArea,MasVnrType,MiscFeature,MiscVal,MoSold,Neighborhood,OpenPorchSF,OverallCond,OverallQual,PavedDrive,PoolArea,PoolQC,RoofMatl,RoofStyle,SaleCondition,SaleType,ScreenPorch,Street,TotRmsAbvGrd,TotalBsmtSF,Utilities,WoodDeckSF,YearBuilt,YearRemodAdd,YrSold
720,564,0,Grvl,2,1Fam,TA,No,312,0,LwQ,Unf,0,0,TA,408,Y,Norm,Norm,SBrkr,0,TA,TA,AsbShng,AsbShng,MnWw,None,0,CBlock,1,Typ,240,1,TA,Unf,TA,Detchd,1948,1284,1,GasA,TA,1.5Fin,1,TA,Lvl,Gtl,3500,Inside,50,Reg,0,50,RM,0,None,None,0,4,OldTown,35,7,5,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,5,720,AllPub,0,1947,1950,2009
1696,0,0,None,3,1Fam,None,None,0,0,None,None,0,0,None,1140,Y,RRAe,Norm,SBrkr,0,Gd,TA,HdBoard,HdBoard,None,TA,1,CBlock,1,Min2,349,1,TA,RFn,TA,Attchd,1962,1696,1,GasA,TA,1Story,1,TA,Lvl,Gtl,13673,CulDSac,40,IR1,0,20,RL,0,None,None,0,3,Sawyer,30,5,5,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,8,1140,AllPub,0,1962,1962,2007
1100,0,0,None,3,1Fam,TA,No,419,306,ALQ,Rec,1,0,TA,375,Y,Norm,Norm,SBrkr,0,TA,TA,Wd Sdng,Wd Sdng,GdWo,Po,1,PConc,1,Typ,312,1,TA,RFn,TA,Attchd,1960,1100,0,GasA,TA,1Story,1,TA,Lvl,Gtl,12493,Inside,111.7720895,IR1,0,20,RL,0,None,None,0,4,NAmes,0,5,4,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,6,1100,AllPub,355,1960,1960,2008
1180,882,0,None,3,1Fam,TA,Gd,1065,0,GLQ,Unf,1,0,Gd,92,Y,Norm,Norm,SBrkr,0,TA,Gd,Plywood,Plywood,None,Gd,1,CBlock,2,Typ,454,2,TA,Fin,TA,Attchd,1988,2062,1,GasA,Ex,2Story,1,TA,Low,Mod,14364,Inside,119.8499061,IR1,0,60,RL,128,BrkFace,None,0,4,SawyerW,55,5,7,Y,0,None,CompShg,Gable,Normal,WD,154,Pave,7,1157,AllPub,60,1988,1989,2007
1092,0,0,None,3,1Fam,TA,No,787,0,Rec,Unf,1,0,Gd,305,Y,Norm,Norm,SBrkr,0,TA,TA,HdBoard,HdBoard,MnPrv,None,0,CBlock,1,Typ,504,2,Gd,RFn,TA,Attchd,1964,1092,0,GasA,Ex,1Story,1,TA,Lvl,Gtl,8250,Inside,75,Reg,0,20,RL,260,Stone,None,0,7,NAmes,0,7,6,Y,0,None,CompShg,Hip,Normal,WD,0,Pave,6,1092,AllPub,0,1964,1964,2008
1212,0,0,None,3,1Fam,TA,Mn,36,0,GLQ,Unf,0,0,Gd,1176,Y,Norm,Norm,SBrkr,0,TA,TA,VinylSd,VinylSd,None,None,0,PConc,2,Typ,460,2,TA,RFn,TA,Attchd,2009,1212,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,10420,Corner,83,Reg,0,20,RL,0,None,None,0,3,Edwards,22,5,6,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,6,1212,AllPub,100,2009,2009,2010
932,920,0,None,3,1Fam,TA,No,822,0,GLQ,Unf,1,0,Gd,78,Y,Norm,Norm,SBrkr,0,TA,TA,VinylSd,VinylSd,None,TA,1,PConc,2,Typ,644,2,TA,RFn,TA,Attchd,2009,1852,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,8640,Inside,72,Reg,0,60,FV,0,None,None,0,7,Somerst,108,5,7,Y,0,None,CompShg,Gable,Partial,New,0,Pave,7,900,AllPub,168,2009,2009,2009
990,0,0,None,3,1Fam,TA,No,716,0,ALQ,Unf,0,1,Gd,274,Y,Norm,Norm,SBrkr,0,TA,TA,VinylSd,VinylSd,None,None,0,PConc,1,Typ,576,2,TA,Unf,TA,Attchd,1996,990,0,GasA,Ex,1Story,1,TA,Lvl,Gtl,13568,CulDSac,43,IR2,0,20,RL,0,None,None,0,7,CollgCr,0,5,5,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,5,990,AllPub,224,1995,1995,2006
1436,0,0,None,3,1Fam,TA,Mn,946,0,GLQ,Unf,1,0,Gd,490,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,None,None,0,PConc,2,Typ,484,2,TA,Unf,TA,Attchd,2004,1436,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,8450,Inside,65,Reg,0,20,RL,266,BrkFace,None,0,4,CollgCr,98,5,7,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,8,1436,AllPub,139,2004,2004,2008
810,518,0,Grvl,3,1Fam,None,None,0,0,None,None,0,0,None,686,N,Norm,Norm,SBrkr,60,TA,TA,MetalSd,MetalSd,None,None,0,CBlock,1,Typ,210,1,TA,Unf,TA,Detchd,1940,1328,0,GasA,Fa,2Story,1,TA,Lvl,Gtl,9906,Inside,57,Reg,0,70,RM,0,None,None,0,9,OldTown,172,4,4,Y,0,None,CompShg,Gable,Family,WD,0,Pave,8,686,AllPub,0,1925,1950,2006
1248,0,0,None,2,TwnhsE,TA,Av,16,0,GLQ,Unf,0,0,Gd,1232,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,None,None,0,PConc,2,Typ,438,2,TA,Fin,TA,Attchd,2005,1248,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,3010,Inside,43,Reg,0,120,RL,16,BrkFace,None,0,3,Blmngtn,0,5,7,Y,0,None,CompShg,Gable,Partial,New,0,Pave,5,1248,AllPub,108,2005,2006,2006
1498,0,0,None,2,1Fam,None,None,0,0,None,None,0,0,None,1498,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,None,None,0,PConc,2,Typ,675,2,TA,RFn,TA,Attchd,2006,1498,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,8990,Inside,73,IR1,0,20,RL,0,None,None,0,4,CollgCr,33,5,7,Y,0,None,CompShg,Gable,Partial,New,0,Pave,5,1498,AllPub,351,2006,2006,2006
864,0,0,None,2,1Fam,TA,No,524,180,ALQ,LwQ,0,0,TA,160,Y,Norm,Norm,SBrkr,0,TA,TA,HdBoard,HdBoard,None,None,0,CBlock,1,Typ,576,2,TA,Unf,TA,Detchd,1989,864,0,GasA,Gd,1Story,1,TA,Lvl,Gtl,10500,FR2,70,Reg,0,20,RL,0,None,None,0,3,NAmes,0,6,4,Y,0,None,CompShg,Gable,Abnorml,WD,0,Pave,4,864,AllPub,216,1971,1971,2009
2392,0,0,None,3,1Fam,TA,Gd,56,0,GLQ,Unf,0,0,Ex,2336,Y,Norm,Norm,SBrkr,0,TA,Ex,VinylSd,VinylSd,None,Ex,1,PConc,2,Typ,968,3,TA,Fin,TA,Attchd,2003,2392,0,GasA,Ex,1Story,1,Ex,Lvl,Gtl,13472,Inside,103,Reg,0,20,RL,922,BrkFace,None,0,6,NridgHt,105,5,10,Y,0,None,CompShg,Hip,Normal,WD,0,Pave,8,2392,AllPub,248,2003,2003,2009
630,672,0,None,3,Twnhs,None,None,0,0,None,None,0,0,None,630,Y,Norm,Norm,SBrkr,0,TA,TA,HdBoard,HdBoard,None,None,0,CBlock,2,Typ,280,1,TA,Unf,TA,Detchd,1991,1302,1,GasA,TA,2Story,1,TA,Lvl,Gtl,1680,Inside,21,Reg,0,160,RM,142,BrkFace,None,0,5,BrDale,0,5,5,Y,0,None,CompShg,Gable,Abnorml,COD,0,Pave,6,630,AllPub,0,1971,1971,2009
1214,1306,0,None,4,1Fam,TA,No,565,0,GLQ,Unf,0,0,Gd,638,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,None,TA,1,PConc,2,Typ,721,3,TA,RFn,TA,Attchd,1995,2520,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,9950,Inside,82,IR1,0,60,RL,290,BrkFace,None,0,6,NoRidge,114,5,7,Y,0,None,CompShg,Gable,Abnorml,WD,0,Pave,9,1203,AllPub,224,1995,1995,2007
483,504,0,None,2,Twnhs,TA,No,321,0,Rec,Unf,0,0,TA,162,Y,Norm,Norm,SBrkr,0,TA,TA,HdBoard,HdBoard,None,None,0,CBlock,1,Typ,280,1,TA,Unf,TA,Detchd,1987,987,1,GasA,TA,2Story,1,TA,Lvl,Gtl,1869,Inside,21,Reg,0,160,RM,127,BrkFace,None,0,9,BrDale,0,6,6,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,5,483,AllPub,0,1970,1970,2008
912,0,0,None,3,1Fam,TA,No,842,0,ALQ,Unf,0,0,TA,70,Y,Feedr,Norm,SBrkr,0,TA,TA,HdBoard,HdBoard,MnPrv,Fa,1,CBlock,1,Typ,336,1,TA,Unf,TA,Detchd,1974,912,0,GasA,TA,1Story,1,TA,Lvl,Gtl,8521,FR2,70,Reg,0,20,RL,0,None,None,0,5,Sawyer,0,5,5,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,5,912,AllPub,0,1967,1967,2010
1555,0,0,None,2,TwnhsE,TA,Av,16,0,GLQ,Unf,0,0,Gd,1357,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,None,TA,1,PConc,2,Typ,430,2,TA,Fin,TA,Attchd,2005,1555,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,3182,Inside,43,Reg,0,120,RL,16,BrkFace,None,0,5,Blmngtn,20,5,7,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,7,1373,AllPub,143,2005,2006,2009
1490,1304,0,None,4,1Fam,TA,No,689,0,GLQ,Unf,1,0,Gd,773,Y,Norm,Norm,SBrkr,202,TA,Gd,VinylSd,VinylSd,None,TA,1,PConc,2,Typ,810,3,TA,Fin,TA,Attchd,1995,2794,1,GasA,Ex,2Story,1,Ex,Lvl,Gtl,15138,Inside,174,IR1,0,60,RL,506,BrkFace,None,0,7,NoRidge,146,5,8,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,9,1462,AllPub,0,1995,1996,2009
483,504,0,None,2,Twnhs,None,None,0,0,None,None,0,0,None,483,Y,Norm,Norm,SBrkr,0,TA,TA,HdBoard,HdBoard,None,Po,1,CBlock,1,Typ,288,1,TA,Unf,TA,Attchd,1972,987,1,GasA,TA,2Story,1,TA,Lvl,Gtl,1680,Inside,21,Reg,0,160,RM,297,BrkFace,None,0,6,BrDale,0,5,6,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,5,483,AllPub,0,1972,1972,2006
894,0,0,None,3,1Fam,Gd,Av,182,712,LwQ,ALQ,1,0,TA,0,Y,Norm,Norm,SBrkr,0,TA,TA,HdBoard,HdBoard,MnPrv,None,0,CBlock,1,Typ,308,1,TA,Unf,TA,Attchd,1976,894,0,GasA,TA,1Story,1,TA,Lvl,Gtl,10650,Corner,75,Reg,0,20,RL,0,None,None,0,2,CollgCr,0,6,5,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,5,894,AllPub,365,1976,1976,2010
860,1100,0,None,4,1Fam,TA,No,625,0,GLQ,Unf,1,0,Gd,235,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,None,TA,2,PConc,2,Typ,440,2,TA,Fin,TA,BuiltIn,2002,1960,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,7851,Inside,88.60586888,Reg,0,60,RL,0,None,None,0,5,Gilbert,48,5,6,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,8,860,AllPub,288,2002,2002,2010
483,504,0,None,2,TwnhsE,TA,No,358,0,ALQ,Unf,0,0,TA,125,Y,Norm,Norm,SBrkr,0,TA,TA,HdBoard,HdBoard,None,None,0,CBlock,1,Typ,264,1,TA,Unf,TA,Detchd,1971,987,1,GasA,TA,2Story,1,TA,Lvl,Gtl,1680,Inside,21,Reg,0,160,RM,604,BrkFace,None,0,8,BrDale,0,3,6,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,5,483,AllPub,0,1971,1971,2008
1414,0,0,None,3,1Fam,TA,Av,24,0,GLQ,Unf,0,0,Gd,1390,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,None,None,0,PConc,2,Typ,494,2,TA,RFn,TA,Attchd,2004,1414,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,8773,FR2,65,Reg,0,20,RL,98,BrkFace,None,0,5,CollgCr,105,5,7,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,6,1414,AllPub,132,2004,2004,2010
1694,0,0,None,3,1Fam,None,None,0,0,None,None,0,0,None,1694,Y,Norm,Norm,SBrkr,0,TA,Ex,VinylSd,VinylSd,None,None,0,PConc,2,Typ,818,3,TA,Fin,TA,Attchd,2007,1694,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,12030,Inside,93,Reg,0,20,RL,254,BrkFace,None,0,12,NridgHt,228,5,8,Y,0,None,CompShg,Hip,Partial,New,0,Pave,7,1694,AllPub,168,2007,2007,2007
798,689,0,None,3,1Fam,Fa,No,94,0,LwQ,Unf,0,0,TA,641,Y,Norm,Norm,FuseA,0,TA,TA,VinylSd,VinylSd,MnPrv,Gd,1,CBlock,1,Typ,220,1,TA,Unf,TA,Detchd,1949,1487,1,GasA,TA,1.5Fin,1,TA,Lvl,Gtl,8741,Inside,52,Reg,0,50,RL,0,None,None,0,4,Edwards,140,4,6,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,7,735,AllPub,0,1945,1950,2010
626,591,0,None,3,TwnhsE,None,None,0,0,None,None,0,0,None,626,Y,Norm,Norm,SBrkr,0,TA,TA,Plywood,Plywood,None,TA,1,CBlock,1,Typ,288,1,TA,RFn,TA,Attchd,1980,1217,1,GasA,TA,2Story,1,TA,Lvl,Gtl,10762,Corner,75,Reg,0,160,RL,0,None,None,0,4,SawyerW,28,6,6,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,6,626,AllPub,0,1980,1980,2009
1222,888,0,None,3,1Fam,TA,No,695,0,GLQ,Unf,1,0,Gd,253,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,None,Fa,2,PConc,2,Typ,463,2,TA,RFn,TA,Attchd,1994,2110,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,8880,Inside,94.23375192,IR1,0,60,RL,0,None,None,0,5,SawyerW,130,5,7,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,8,948,AllPub,0,1994,2002,2010
1872,0,0,None,3,1Fam,TA,Av,929,0,GLQ,Unf,0,1,Gd,916,Y,Norm,Norm,SBrkr,0,TA,TA,Wd Sdng,Wd Sdng,None,TA,1,CBlock,2,Typ,604,2,TA,Fin,TA,Attchd,1988,1872,0,GasA,Gd,1Story,1,TA,Lvl,Gtl,10400,Inside,80,Reg,0,20,RL,102,BrkFace,None,0,6,NWAmes,39,5,7,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,6,1845,AllPub,197,1988,1988,2006
908,1020,0,Grvl,4,2fmCon,None,None,0,0,None,None,0,0,None,1020,N,Norm,Norm,FuseP,112,Fa,TA,AsbShng,AsbShng,None,None,0,Stone,2,Typ,440,1,Po,Unf,Po,Detchd,1910,1928,0,GasA,Gd,2Story,2,Fa,Lvl,Gtl,9142,Inside,69,Reg,0,190,RM,0,None,None,0,4,OldTown,60,8,6,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,9,1020,AllPub,0,1910,1950,2006
1375,0,0,None,2,1Fam,None,None,0,0,None,None,0,0,None,1367,Y,Norm,Norm,SBrkr,0,TA,TA,Wd Sdng,BrkFace,None,TA,1,CBlock,1,Typ,451,2,TA,Unf,TA,Attchd,1954,1375,0,GasA,Ex,1Story,1,TA,Lvl,Gtl,11310,Inside,75,Reg,0,20,RL,0,None,None,0,6,NAmes,30,5,6,Y,0,None,CompShg,Hip,Normal,WD,0,Pave,5,1367,AllPub,0,1954,1954,2006
840,828,0,None,3,1Fam,None,None,0,0,None,None,0,0,None,840,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,None,None,0,PConc,2,Typ,500,2,TA,RFn,TA,Attchd,2003,1668,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,11317,Inside,72,Reg,0,60,RL,101,BrkFace,None,0,9,CollgCr,68,5,7,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,8,840,AllPub,144,2003,2003,2007
1444,700,0,None,4,1Fam,TA,Gd,697,0,Rec,Unf,0,1,Gd,747,Y,Norm,Norm,SBrkr,0,TA,Gd,Wd Sdng,HdBoard,None,TA,2,CBlock,2,Typ,389,2,TA,Fin,TA,Attchd,1958,2144,0,GasA,Gd,1.5Fin,1,Gd,Low,Sev,159000,CulDSac,59.91111111,IR2,0,50,RL,472,BrkCmn,Shed,500,6,ClearCr,98,7,6,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,7,1444,AllPub,0,1958,2006,2007
1625,0,0,None,2,TwnhsE,TA,Gd,1573,0,GLQ,Unf,1,1,Gd,0,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,None,Gd,1,PConc,2,Typ,538,2,TA,Fin,TA,Attchd,2006,1625,0,GasA,Ex,1Story,1,Gd,HLS,Mod,4750,Inside,44,IR1,0,120,RM,481,Stone,None,0,12,Crawfor,0,5,8,Y,0,None,CompShg,Hip,Family,WD,153,Pave,5,1573,AllPub,123,2006,2007,2007
798,842,0,None,3,1Fam,None,None,0,0,None,None,0,0,None,798,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,None,None,0,PConc,2,Typ,520,2,TA,RFn,TA,Attchd,2004,1640,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,8366,Inside,65,IR1,0,60,RL,0,None,None,0,12,SawyerW,45,5,6,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,6,798,AllPub,138,2004,2004,2008
1302,0,0,None,3,1Fam,TA,Gd,270,580,LwQ,ALQ,0,1,Gd,452,Y,Norm,Norm,SBrkr,0,TA,TA,HdBoard,HdBoard,MnPrv,None,0,CBlock,2,Min1,309,1,TA,RFn,TA,Attchd,1964,1302,0,GasA,Ex,SLvl,1,Gd,Lvl,Gtl,9350,Inside,85,Reg,0,80,RL,108,BrkFace,None,0,10,NAmes,0,7,6,Y,0,None,CompShg,Hip,Normal,CWD,0,Pave,7,1302,AllPub,333,1964,1991,2007
1314,0,0,None,3,1Fam,TA,No,922,0,Rec,Unf,1,0,TA,392,Y,Norm,Norm,SBrkr,0,Gd,TA,MetalSd,MetalSd,None,None,0,CBlock,1,Typ,294,1,TA,RFn,TA,Attchd,1957,1314,0,GasA,TA,1Story,1,TA,Lvl,Gtl,8400,Inside,70,Reg,0,20,RL,0,None,None,0,6,NAmes,0,6,5,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,5,1314,AllPub,250,1957,1957,2010
1005,1286,0,None,4,1Fam,None,None,0,0,None,None,0,0,None,975,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,None,TA,1,PConc,2,Typ,429,2,TA,Fin,TA,BuiltIn,1999,2291,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,8738,Inside,66,IR1,0,60,RL,302,BrkFace,None,0,2,Gilbert,0,5,7,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,8,975,AllPub,192,1999,1999,2006
864,864,0,None,3,1Fam,TA,No,503,0,Rec,Unf,0,0,Gd,361,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,None,None,0,PConc,2,Typ,673,2,TA,RFn,TA,Attchd,2003,1728,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,8791,Inside,64,IR1,0,60,FV,0,None,None,0,5,Somerst,56,5,6,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,7,864,AllPub,216,2003,2003,2008
1604,0,0,None,3,1Fam,TA,No,1334,0,GLQ,Unf,1,0,Gd,270,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,None,Gd,1,PConc,2,Typ,660,2,TA,RFn,TA,Attchd,2006,1604,1,GasA,Ex,1Story,1,Gd,Lvl,Gtl,8814,Inside,68,Reg,0,20,RL,180,Stone,None,0,3,CollgCr,110,5,7,Y,0,None,CompShg,Gable,Abnorml,WD,0,Pave,8,1604,AllPub,123,2006,2006,2009
963,829,245,None,3,1Fam,TA,No,361,0,GLQ,Unf,0,0,Gd,602,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,None,TA,1,PConc,2,Typ,564,2,TA,RFn,TA,Attchd,2001,1792,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,12435,Inside,80,Reg,0,60,RL,172,BrkFace,None,0,5,CollgCr,96,5,7,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,7,963,AllPub,0,2001,2001,2008
882,0,0,None,2,1Fam,None,None,0,0,None,None,0,0,None,0,Y,Norm,Norm,FuseA,0,TA,TA,BrkFace,BrkFace,None,None,0,PConc,1,Typ,308,1,TA,Unf,TA,Detchd,1956,882,0,GasA,Gd,1Story,1,TA,Lvl,Gtl,12702,Inside,70,Reg,0,20,RM,0,None,None,0,12,OldTown,45,5,5,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,4,0,AllPub,0,1956,1956,2008
1482,1092,0,None,3,1Fam,None,None,0,0,None,None,0,0,None,1482,Y,Norm,Norm,SBrkr,0,TA,Gd,CemntBd,CmentBd,None,Gd,1,PConc,2,Typ,868,3,TA,Fin,TA,BuiltIn,2007,2574,1,GasA,Ex,2Story,1,Ex,Lvl,Gtl,9588,Inside,69,IR1,0,60,RL,270,Stone,None,0,11,CollgCr,148,5,8,Y,0,None,CompShg,Gable,Partial,New,0,Pave,10,1482,AllPub,0,2007,2007,2007
926,0,0,None,3,1Fam,TA,No,234,692,LwQ,ALQ,1,0,TA,0,Y,Norm,Norm,SBrkr,0,TA,TA,Wd Sdng,Wd Sdng,None,None,0,BrkTil,1,Typ,484,2,TA,Unf,TA,Detchd,1974,1316,0,GasA,TA,1.5Fin,1,TA,Lvl,Gtl,5500,Corner,50,Reg,390,50,RM,0,None,None,0,4,OldTown,0,7,5,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,6,926,AllPub,0,1929,2001,2010
764,0,0,Grvl,2,1Fam,None,None,0,0,None,None,0,0,None,680,N,Artery,Norm,FuseP,0,TA,TA,Wd Sdng,Wd Sdng,None,None,0,BrkTil,1,Typ,504,2,TA,Unf,TA,Detchd,1965,764,0,GasA,Gd,1Story,1,TA,Bnk,Gtl,5232,Inside,30,IR3,0,30,RM,0,None,None,0,6,OldTown,0,5,5,N,0,None,CompShg,Gable,Normal,WD,0,Pave,4,680,AllPub,0,1925,2004,2008
1422,0,0,None,3,1Fam,TA,No,588,228,GLQ,LwQ,0,0,Gd,606,Y,Norm,Norm,SBrkr,0,Gd,TA,MetalSd,MetalSd,GdPrv,TA,1,CBlock,2,Typ,576,2,TA,Fin,TA,Attchd,1981,1422,0,GasA,TA,1Story,1,Gd,Lvl,Gtl,12090,Inside,78,IR1,0,20,RL,210,BrkFace,None,0,6,NWAmes,0,6,6,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,7,1422,AllPub,276,1981,1981,2008
802,709,0,None,3,1Fam,TA,Av,714,0,GLQ,Unf,1,0,Gd,88,Y,Norm,Norm,SBrkr,0,TA,TA,VinylSd,VinylSd,None,TA,1,PConc,2,Typ,413,2,TA,Fin,TA,Attchd,1997,1511,1,GasA,Gd,2Story,1,TA,HLS,Gtl,11207,FR2,70,IR1,0,60,RL,0,None,None,0,6,Gilbert,75,5,6,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,8,802,AllPub,95,1997,1997,2006
1052,720,0,None,4,1Fam,TA,No,378,0,LwQ,Unf,0,0,TA,342,Y,Norm,Norm,SBrkr,0,TA,TA,Wd Sdng,Wd Sdng,None,Gd,1,PConc,2,Typ,240,1,TA,Unf,TA,Detchd,1939,2192,1,GasA,Ex,2.5Fin,1,Gd,Bnk,Mod,8400,Inside,60,Reg,420,75,RL,0,None,None,0,7,SWISU,24,8,5,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,8,720,AllPub,262,1939,1997,2008
1113,0,0,None,3,1Fam,Gd,No,751,0,BLQ,Unf,1,0,TA,392,Y,Norm,Norm,SBrkr,0,Gd,TA,HdBoard,HdBoard,GdPrv,Fa,1,CBlock,1,Typ,504,1,Gd,RFn,TA,Attchd,1987,1113,1,GasA,TA,1Story,1,TA,Lvl,Gtl,7917,Corner,88.97752525,IR1,0,20,RL,174,BrkFace,None,0,5,Edwards,30,7,6,Y,0,None,CompShg,Hip,Normal,WD,0,Pave,6,1143,AllPub,370,1976,1976,2007
1095,844,0,None,3,1Fam,None,None,0,0,None,None,0,0,None,1095,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,None,Gd,1,PConc,2,Typ,1053,3,TA,RFn,TA,Attchd,2006,1939,1,GasA,Gd,2Story,1,Gd,Lvl,Gtl,10728,Inside,84,Reg,0,60,FV,0,None,None,0,8,Somerst,51,5,8,Y,0,None,CompShg,Gable,Partial,New,0,Pave,8,1095,AllPub,192,2006,2006,2006
1363,0,0,None,2,1Fam,TA,Gd,226,1063,LwQ,GLQ,1,0,Gd,96,Y,Norm,Norm,SBrkr,0,TA,TA,Plywood,Plywood,None,TA,2,CBlock,1,Mod,439,2,TA,Unf,TA,Attchd,1954,1363,0,GasA,Ex,1Story,1,TA,Low,Sev,39104,CulDSac,73,IR1,0,20,RL,0,None,None,0,4,ClearCr,0,7,7,Y,0,None,Membran,Flat,Normal,WD,0,Pave,5,1385,AllPub,81,1954,2005,2008
1164,1106,0,None,4,1Fam,TA,No,524,0,GLQ,Unf,0,0,Gd,628,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,None,Gd,1,PConc,2,Typ,671,3,TA,Fin,TA,Attchd,1999,2270,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,11764,CulDSac,92,IR1,0,60,RL,348,BrkFace,None,0,4,NoRidge,57,7,8,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,9,1152,AllPub,132,1999,2007,2010
1632,0,0,None,3,1Fam,TA,No,620,620,Rec,LwQ,1,0,TA,0,Y,Feedr,Norm,SBrkr,0,TA,TA,Wd Sdng,Wd Sdng,MnPrv,Gd,1,CBlock,2,Min1,338,1,TA,RFn,TA,Attchd,1958,1632,0,GasA,Gd,1Story,1,TA,Lvl,Gtl,9600,Inside,80,Reg,0,20,RL,183,BrkCmn,None,0,4,NAmes,0,6,6,Y,0,None,CompShg,Hip,Normal,WD,0,Pave,6,1240,AllPub,289,1958,1988,2009
